# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	6770	8392	-	WP_115776250.1	WP_115776250.1		chaperonin GroEL	groL		DSC91_RS00030	1623	540	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	8459	8761	-							DSC91_RS00035	303		old_locus_tag=DSC91_000007
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	8459	8761	-	WP_115776252.1	WP_115776252.1		co-chaperone GroES			DSC91_RS00035	303	100	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	9092	10237	-							DSC91_RS00045	1146		old_locus_tag=DSC91_000008
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	9092	10237	-	WP_115776255.1	WP_115776255.1		RNA polymerase subunit sigma-28			DSC91_RS00045	1146	381	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	10637	11014	-							DSC91_RS00050	378		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	10637	11014	-	WP_115776257.1	WP_115776257.1		hypothetical protein			DSC91_RS00050	378	125	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	11111	11494	-							DSC91_RS00055	384		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	11111	11494	-	WP_115776259.1	WP_115776259.1		hypothetical protein			DSC91_RS00055	384	127	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	11744	12184	+							DSC91_RS00060	441		old_locus_tag=DSC91_000011
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	11744	12184	+	WP_115776261.1	WP_115776261.1		Hsp20/alpha crystallin family protein			DSC91_RS00060	441	146	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	12200	12607	+							DSC91_RS00065	408		old_locus_tag=DSC91_000012
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	12200	12607	+	WP_115776263.1	WP_115776263.1		Hsp20/alpha crystallin family protein			DSC91_RS00065	408	135	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	12634	12969	+							DSC91_RS00070	336		old_locus_tag=DSC91_000013
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	12634	12969	+	WP_208645762.1	WP_208645762.1		hypothetical protein			DSC91_RS00070	336	111	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	13020	13583	+							DSC91_RS00075	564		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	13020	13583	+	WP_064269506.1	WP_064269506.1		Hsp20/alpha crystallin family protein			DSC91_RS00075	564	187	
gene	tRNA	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	13633	13705	+							DSC91_RS00080	73		old_locus_tag=DSC91_0001
tRNA		GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	13633	13705	+				tRNA-Lys			DSC91_RS00080	73		anticodon=TTT
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	13967	15658	+							DSC91_RS00085	1692		old_locus_tag=DSC91_000015
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	13967	15658	+	WP_162831289.1	WP_162831289.1		site-specific integrase			DSC91_RS00085	1692	563	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	15718	16158	+							DSC91_RS38100	441		old_locus_tag=DSC91_000016
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	15718	16158	+	WP_229758415.1	WP_229758415.1		hypothetical protein			DSC91_RS38100	441	146	
gene	pseudogene	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	16257	16667	-							DSC91_RS00095	411		partial;pseudo
CDS	without_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	16257	16667	-				sensor histidine kinase			DSC91_RS00095	411		partial;pseudo
gene	pseudogene	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	17075	18106	-							DSC91_RS00100	1032		partial;pseudo
CDS	without_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	17075	18106	-				methyl-accepting chemotaxis protein			DSC91_RS00100	1032		partial;pseudo
gene	pseudogene	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	18155	18601	-							DSC91_RS38105	447		partial;pseudo
CDS	without_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	18155	18601	-				Tar ligand binding domain-containing protein			DSC91_RS38105	447		partial;pseudo
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	19213	22860	-							DSC91_RS00105	3648		old_locus_tag=DSC91_000021
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	19213	22860	-	WP_115776267.1	WP_115776267.1		hydantoinase B/oxoprolinase family protein			DSC91_RS00105	3648	1215	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	22892	24127	-							DSC91_RS00110	1236		old_locus_tag=DSC91_000022
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	22892	24127	-	WP_229758328.1	WP_229758328.1		MFS transporter			DSC91_RS00110	1236	411	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	24232	25002	-							DSC91_RS00115	771		old_locus_tag=DSC91_000023
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	24232	25002	-	WP_054036910.1	WP_054036910.1		putative hydro-lyase			DSC91_RS00115	771	256	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	25362	26294	+							DSC91_RS00120	933		old_locus_tag=DSC91_000024
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	25362	26294	+	WP_115776269.1	WP_115776269.1		LysR family transcriptional regulator			DSC91_RS00120	933	310	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	26688	28082	-							DSC91_RS00130	1395		old_locus_tag=DSC91_000025
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	26688	28082	-	WP_208645723.1	WP_208645723.1		S8 family serine peptidase			DSC91_RS00130	1395	464	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	28149	28868	-							DSC91_RS00135	720		old_locus_tag=DSC91_000026
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	28149	28868	-	WP_162831290.1	WP_162831290.1		TorF family putative porin			DSC91_RS00135	720	239	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	29450	30178	+							DSC91_RS00140	729		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	29450	30178	+	WP_162831291.1	WP_162831291.1		response regulator transcription factor			DSC91_RS00140	729	242	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	30175	31002	-							DSC91_RS00145	828		old_locus_tag=DSC91_000029
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	30175	31002	-	WP_115776273.1	WP_115776273.1		spermidine synthase			DSC91_RS00145	828	275	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	31257	31751	-							DSC91_RS00150	495		old_locus_tag=DSC91_000030
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	31257	31751	-	WP_115776274.1	WP_115776274.1		lytic transglycosylase domain-containing protein			DSC91_RS00150	495	164	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	32127	32441	+							DSC91_RS00155	315		old_locus_tag=DSC91_000031
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	32127	32441	+	WP_115776275.1	WP_115776275.1		hypothetical protein			DSC91_RS00155	315	104	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	32918	33790	+							DSC91_RS00160	873		old_locus_tag=DSC91_000033
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	32918	33790	+	WP_162831292.1	WP_162831292.1		response regulator transcription factor			DSC91_RS00160	873	290	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	33889	34113	-							DSC91_RS00165	225		old_locus_tag=DSC91_000034
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	33889	34113	-	WP_115776277.1	WP_115776277.1		hypothetical protein			DSC91_RS00165	225	74	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	34138	34593	-							DSC91_RS00170	456		old_locus_tag=DSC91_000035
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	34138	34593	-	WP_115776278.1	WP_115776278.1		CesT family type III secretion system chaperone			DSC91_RS00170	456	151	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	34731	34886	-							DSC91_RS37790	156		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	34731	34886	-	WP_165848098.1	WP_165848098.1		hypothetical protein			DSC91_RS37790	156	51	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	35034	35270	-							DSC91_RS00175	237		old_locus_tag=DSC91_000037
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	35034	35270	-	WP_128576472.1	WP_128576472.1		hypothetical protein			DSC91_RS00175	237	78	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	35282	36289	-							DSC91_RS00180	1008		old_locus_tag=DSC91_000038
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	35282	36289	-	WP_162831293.1	WP_162831293.1		hypothetical protein			DSC91_RS00180	1008	335	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	36334	37230	-							DSC91_RS00185	897		old_locus_tag=DSC91_000039
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	36334	37230	-	WP_115776280.1	WP_115776280.1		hypothetical protein			DSC91_RS00185	897	298	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	37227	37487	-					sctS		DSC91_RS00190	261		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	37227	37487	-	WP_073431576.1	WP_073431576.1		type III secretion system export apparatus subunit SctS	sctS		DSC91_RS00190	261	86	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	37492	38139	-					sctR		DSC91_RS00195	648		old_locus_tag=DSC91_000041
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	37492	38139	-	WP_054036883.1	WP_054036883.1		type III secretion system export apparatus subunit SctR	sctR		DSC91_RS00195	648	215	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	38123	39202	-					sctQ		DSC91_RS00200	1080		old_locus_tag=DSC91_000042
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	38123	39202	-	WP_115776281.1	WP_115776281.1		type III secretion system cytoplasmic ring protein SctQ	sctQ		DSC91_RS00200	1080	359	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	39216	40034	-					sctP		DSC91_RS00205	819		old_locus_tag=DSC91_000043
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	39216	40034	-	WP_115776282.1	WP_115776282.1		type III secretion system protein SctP	sctP		DSC91_RS00205	819	272	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	40049	41974	-							DSC91_RS00210	1926		old_locus_tag=DSC91_000044
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	40049	41974	-	WP_208645724.1	WP_208645724.1		FHIPEP family type III secretion protein			DSC91_RS00210	1926	641	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	41993	43060	-					sctU		DSC91_RS00215	1068		old_locus_tag=DSC91_000045
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	41993	43060	-	WP_115776284.1	WP_115776284.1		type III secretion system export apparatus subunit SctU	sctU		DSC91_RS00215	1068	355	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	43366	43833	+							DSC91_RS00220	468		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	43366	43833	+	WP_115776285.1	WP_115776285.1		HrpB1 family type III secretion system apparatus protein			DSC91_RS00220	468	155	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	43850	44281	+							DSC91_RS00225	432		old_locus_tag=DSC91_000048
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	43850	44281	+	WP_054036868.1	WP_054036868.1		hypothetical protein			DSC91_RS00225	432	143	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	44310	45080	+					sctJ		DSC91_RS00230	771		old_locus_tag=DSC91_000049
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	44310	45080	+	WP_200565769.1	WP_200565769.1		type III secretion inner membrane ring lipoprotein SctJ	sctJ		DSC91_RS00230	771	256	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	45077	45784	+							DSC91_RS00235	708		old_locus_tag=DSC91_000050
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	45077	45784	+	WP_115776286.1	WP_115776286.1		hypothetical protein			DSC91_RS00235	708	235	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	45769	46575	+					sctL		DSC91_RS00240	807		old_locus_tag=DSC91_000051
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	45769	46575	+	WP_115776287.1	WP_115776287.1		type III secretion system stator protein SctL	sctL		DSC91_RS00240	807	268	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	46620	47894	+							DSC91_RS00245	1275		old_locus_tag=DSC91_000052
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	46620	47894	+	WP_229758327.1	WP_229758327.1		FliI/YscN family ATPase			DSC91_RS00245	1275	424	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	47891	48382	+							DSC91_RS00250	492		old_locus_tag=DSC91_000053
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	47891	48382	+	WP_115776289.1	WP_115776289.1		hypothetical protein			DSC91_RS00250	492	163	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	48386	49216	+					sctT		DSC91_RS00255	831		old_locus_tag=DSC91_000054
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	48386	49216	+	WP_054036854.1	WP_054036854.1		type III secretion system export apparatus subunit SctT	sctT		DSC91_RS00255	831	276	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	49368	50816	+							DSC91_RS00260	1449		old_locus_tag=DSC91_000055
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	49368	50816	+	WP_054036852.1	WP_054036852.1		helix-turn-helix transcriptional regulator			DSC91_RS00260	1449	482	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	50828	52912	+					sctC		DSC91_RS00265	2085		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	50828	52912	+	WP_115776290.1	WP_115776290.1		type III secretion system outer membrane ring subunit SctC	sctC		DSC91_RS00265	2085	694	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	53267	54316	-							DSC91_RS00270	1050		old_locus_tag=DSC91_000058
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	53267	54316	-	WP_054036851.1	WP_054036851.1		hypothetical protein			DSC91_RS00270	1050	349	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	54408	55166	-							DSC91_RS00275	759		old_locus_tag=DSC91_000059
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	54408	55166	-	WP_115776291.1	WP_115776291.1		hypothetical protein			DSC91_RS00275	759	252	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	55461	58700	-							DSC91_RS00280	3240		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	55461	58700	-	WP_162831294.1	WP_162831294.1		hypothetical protein			DSC91_RS00280	3240	1079	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	58974	62375	+							DSC91_RS00285	3402		old_locus_tag=DSC91_000062
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	58974	62375	+	WP_115776293.1	WP_115776293.1		hypothetical protein			DSC91_RS00285	3402	1133	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	62548	64275	+							DSC91_RS00290	1728		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	62548	64275	+	WP_115776294.1	WP_115776294.1		hypothetical protein			DSC91_RS00290	1728	575	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	64388	65734	-							DSC91_RS00295	1347		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	64388	65734	-	WP_162831295.1	WP_162831295.1		hypothetical protein			DSC91_RS00295	1347	448	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	66002	66937	+							DSC91_RS00305	936		old_locus_tag=DSC91_000065
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	66002	66937	+	WP_115776297.1	WP_115776297.1		SET domain-containing protein			DSC91_RS00305	936	311	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	67055	67459	-							DSC91_RS00310	405		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	67055	67459	-	WP_128576460.1	WP_128576460.1		hypothetical protein			DSC91_RS00310	405	134	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	68010	69653	+					mqo		DSC91_RS00320	1644		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	68010	69653	+	WP_115776300.1	WP_115776300.1		malate dehydrogenase (quinone)	mqo		DSC91_RS00320	1644	547	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	70075	70368	+							DSC91_RS38110	294		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	70075	70368	+	WP_229758320.1	WP_229758320.1		cupin domain-containing protein			DSC91_RS38110	294	97	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	70379	70804	+							DSC91_RS00330	426		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	70379	70804	+	WP_115776301.1	WP_115776301.1		amino acid-binding ACT domain-containing protein			DSC91_RS00330	426	141	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	71082	73337	-							DSC91_RS00335	2256		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	71082	73337	-	WP_162831296.1	WP_162831296.1		hypothetical protein			DSC91_RS00335	2256	751	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	74097	75707	+							DSC91_RS00340	1611		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	74097	75707	+	WP_162831297.1	WP_162831297.1		ankyrin repeat domain-containing protein			DSC91_RS00340	1611	536	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	75789	76742	-							DSC91_RS00345	954		old_locus_tag=DSC91_000076
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	75789	76742	-	WP_115776304.1	WP_115776304.1		methyltransferase domain-containing protein			DSC91_RS00345	954	317	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	76941	77570	+							DSC91_RS00350	630		old_locus_tag=DSC91_000077
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	76941	77570	+	WP_115776305.1	WP_115776305.1		hypothetical protein			DSC91_RS00350	630	209	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	77677	78270	+							DSC91_RS00355	594		old_locus_tag=DSC91_000078
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	77677	78270	+	WP_115107671.1	WP_115107671.1		sigma-70 family RNA polymerase sigma factor			DSC91_RS00355	594	197	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	78267	78938	+							DSC91_RS00360	672		old_locus_tag=DSC91_000079
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	78267	78938	+	WP_115776306.1	WP_115776306.1		zf-HC2 domain-containing protein			DSC91_RS00360	672	223	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	79504	80613	+							DSC91_RS00365	1110		old_locus_tag=DSC91_000080
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	79504	80613	+	WP_115776307.1	WP_115776307.1		hypothetical protein			DSC91_RS00365	1110	369	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	80669	82027	-							DSC91_RS37270	1359		old_locus_tag=DSC91_000081
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	80669	82027	-	WP_162831298.1	WP_162831298.1		sigma-70 family RNA polymerase sigma factor			DSC91_RS37270	1359	452	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	82273	82620	-							DSC91_RS37275	348		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	82273	82620	-	WP_162831299.1	WP_162831299.1		hypothetical protein			DSC91_RS37275	348	115	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	82765	84720	+							DSC91_RS00380	1956		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	82765	84720	+	WP_162831300.1	WP_162831300.1		type III effector protein			DSC91_RS00380	1956	651	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	84897	85646	+							DSC91_RS00385	750		
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	84897	85646	+	WP_115776310.1	WP_115776310.1		response regulator transcription factor			DSC91_RS00385	750	249	
gene	pseudogene	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	85786	86031	-							DSC91_RS00390	246		partial;pseudo
CDS	without_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	85786	86031	-				site-specific integrase			DSC91_RS00390	246		partial;pseudo
gene	pseudogene	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	86113	87288	+							DSC91_RS00395	1176		pseudo
CDS	without_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	86113	87288	+				IS3 family transposase			DSC91_RS00395	1176		pseudo
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	87859	89214	+							DSC91_RS00400	1356		old_locus_tag=DSC91_000088
CDS	with_protein	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	87859	89214	+	WP_115776311.1	WP_115776311.1		transcriptional regulator			DSC91_RS00400	1356	451	
gene	protein_coding	GCF_003368325.1	Primary Assembly	chromosome	1	NZ_CP031466.1	89683	89952	+							DSC91_RS00405	270		old_locus_tag=DSC91_000090
