# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	44249	45025	-							CJU94_RS00155	777		old_locus_tag=CJU94_00155
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	44249	45025	-	WP_095417036.1	WP_095417036.1		H-NS histone family protein			CJU94_RS00155	777	258	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	45221	46129	-							CJU94_RS00160	909		old_locus_tag=CJU94_00160
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	45221	46129	-	WP_095417037.1	WP_095417037.1		hypothetical protein			CJU94_RS00160	909	302	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	46356	46628	-							CJU94_RS00165	273		old_locus_tag=CJU94_00165
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	46356	46628	-	WP_095417038.1	WP_095417038.1		hypothetical protein			CJU94_RS00165	273	90	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	46852	47814	-							CJU94_RS00170	963		old_locus_tag=CJU94_00170
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	46852	47814	-	WP_095417039.1	WP_095417039.1		SOS response-associated peptidase family protein			CJU94_RS00170	963	320	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	47854	48213	-							CJU94_RS00175	360		old_locus_tag=CJU94_00175
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	47854	48213	-	WP_095417040.1	WP_095417040.1		hypothetical protein			CJU94_RS00175	360	119	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	48489	50084	+							CJU94_RS00180	1596		old_locus_tag=CJU94_00180
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	48489	50084	+	WP_095417041.1	WP_095417041.1		recombinase family protein			CJU94_RS00180	1596	531	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	50056	50955	+							CJU94_RS00185	900		old_locus_tag=CJU94_00185
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	50056	50955	+	WP_095417042.1	WP_095417042.1		ParB N-terminal domain-containing protein			CJU94_RS00185	900	299	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	50952	51884	+							CJU94_RS00190	933		old_locus_tag=CJU94_00190
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	50952	51884	+	WP_095417043.1	WP_095417043.1		ParB N-terminal domain-containing protein			CJU94_RS00190	933	310	
gene	pseudogene	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	51968	54112	-							CJU94_RS00195	2145		partial;pseudo;old_locus_tag=CJU94_00195
CDS	without_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	51968	54112	-				error-prone DNA polymerase			CJU94_RS00195	2145		partial;pseudo
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	54287	54751	-							CJU94_RS00200	465		old_locus_tag=CJU94_00200
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	54287	54751	-	WP_095417044.1	WP_095417044.1		hypothetical protein			CJU94_RS00200	465	154	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	54732	56471	-							CJU94_RS41625	1740		old_locus_tag=CJU94_00205
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	54732	56471	-	WP_244220888.1	WP_244220888.1		hypothetical protein			CJU94_RS41625	1740	579	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	56468	56887	-							CJU94_RS00210	420		old_locus_tag=CJU94_00210
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	56468	56887	-	WP_095417045.1	WP_095417045.1		hypothetical protein			CJU94_RS00210	420	139	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	56886	58133	+							CJU94_RS00215	1248		old_locus_tag=CJU94_00215
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	56886	58133	+	WP_095417046.1	WP_095417046.1		ISL3 family transposase			CJU94_RS00215	1248	415	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	58497	60053	-							CJU94_RS00220	1557		old_locus_tag=CJU94_00220
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	58497	60053	-	WP_244220889.1	WP_244220889.1		site-specific integrase			CJU94_RS00220	1557	518	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	60208	61494	-							CJU94_RS00225	1287		old_locus_tag=CJU94_00225
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	60208	61494	-	WP_095417047.1	WP_095417047.1		tyrosine-type recombinase/integrase			CJU94_RS00225	1287	428	
gene	pseudogene	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	61658	62668	-							CJU94_RS00230	1011		partial;pseudo;old_locus_tag=CJU94_00230
CDS	without_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	61658	62668	-				PHP domain-containing protein			CJU94_RS00230	1011		partial;pseudo
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	62675	64144	-							CJU94_RS00235	1470		old_locus_tag=CJU94_00235
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	62675	64144	-	WP_157763689.1	WP_157763689.1		DNA polymerase Y family protein			CJU94_RS00235	1470	489	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	64074	64781	-					imuA		CJU94_RS00240	708		old_locus_tag=CJU94_00240
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	64074	64781	-	WP_095417048.1	WP_095417048.1		translesion DNA synthesis-associated protein ImuA	imuA		CJU94_RS00240	708	235	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	64930	65139	+							CJU94_RS00245	210		old_locus_tag=CJU94_00245
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	64930	65139	+	WP_095417049.1	WP_095417049.1		hypothetical protein			CJU94_RS00245	210	69	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	65212	65430	+							CJU94_RS41630	219		old_locus_tag=CJU94_00250
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	65212	65430	+	WP_095417050.1	WP_095417050.1		hypothetical protein			CJU94_RS41630	219	72	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	65695	66240	+							CJU94_RS00255	546		old_locus_tag=CJU94_00255
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	65695	66240	+	WP_157763691.1	WP_157763691.1		hypothetical protein			CJU94_RS00255	546	181	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	67074	67508	-					arsN2		CJU94_RS00260	435		old_locus_tag=CJU94_00260
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	67074	67508	-	WP_095417052.1	WP_095417052.1		arsenic resistance N-acetyltransferase ArsN2	arsN2		CJU94_RS00260	435	144	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	67543	68805	-							CJU94_RS00265	1263		old_locus_tag=CJU94_00265
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	67543	68805	-	WP_095417053.1	WP_095417053.1		MFS transporter			CJU94_RS00265	1263	420	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	69165	69509	-							CJU94_RS00270	345		old_locus_tag=CJU94_00270
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	69165	69509	-	WP_095417054.1	WP_095417054.1		hypothetical protein			CJU94_RS00270	345	114	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	69665	70441	+					arsH		CJU94_RS00275	777		old_locus_tag=CJU94_00275
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	69665	70441	+	WP_157763692.1	WP_157763692.1		arsenical resistance protein ArsH	arsH		CJU94_RS00275	777	258	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	70451	70789	+							CJU94_RS00280	339		old_locus_tag=CJU94_00280
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	70451	70789	+	WP_095417055.1	WP_095417055.1		metalloregulator ArsR/SmtB family transcription factor			CJU94_RS00280	339	112	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	70908	72023	-							CJU94_RS00285	1116		old_locus_tag=CJU94_00285
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	70908	72023	-	WP_095417056.1	WP_095417056.1		RNA-guided endonuclease TnpB family protein			CJU94_RS00285	1116	371	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	72144	72617	+							CJU94_RS00290	474		old_locus_tag=CJU94_00290
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	72144	72617	+	WP_095417057.1	WP_095417057.1		VOC family protein			CJU94_RS00290	474	157	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	72733	73074	-							CJU94_RS00295	342		old_locus_tag=CJU94_00295
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	72733	73074	-	WP_095417058.1	WP_095417058.1		metalloregulator ArsR/SmtB family transcription factor			CJU94_RS00295	342	113	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	73275	73790	+							CJU94_RS00300	516		old_locus_tag=CJU94_00300
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	73275	73790	+	WP_095417059.1	WP_095417059.1		arsenate reductase ArsC			CJU94_RS00300	516	171	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	73793	74866	+					arsB		CJU94_RS00305	1074		old_locus_tag=CJU94_00305
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	73793	74866	+	WP_095417060.1	WP_095417060.1		ACR3 family arsenite efflux transporter	arsB		CJU94_RS00305	1074	357	
gene	pseudogene	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	75009	76765	-					arsA		CJU94_RS00310	1757		pseudo;old_locus_tag=CJU94_00310
CDS	without_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	75009	76765	-				arsenical pump-driving ATPase	arsA		CJU94_RS00310	1757		pseudo
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	76779	77117	-							CJU94_RS00315	339		old_locus_tag=CJU94_00315
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	76779	77117	-	WP_244220890.1	WP_244220890.1		arsenic metallochaperone ArsD family protein			CJU94_RS00315	339	112	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	77419	77937	+							CJU94_RS00320	519		old_locus_tag=CJU94_00320
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	77419	77937	+	WP_095417061.1	WP_095417061.1		hypothetical protein			CJU94_RS00320	519	172	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	78004	78351	+							CJU94_RS00325	348		old_locus_tag=CJU94_00325
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	78004	78351	+	WP_095417062.1	WP_095417062.1		carboxymuconolactone decarboxylase family protein			CJU94_RS00325	348	115	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	78427	78948	-							CJU94_RS00330	522		old_locus_tag=CJU94_00330
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	78427	78948	-	WP_095417063.1	WP_095417063.1		aspartate carbamoyltransferase			CJU94_RS00330	522	173	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	79049	80350	-							CJU94_RS00335	1302		old_locus_tag=CJU94_00335
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	79049	80350	-	WP_095417064.1	WP_095417064.1		MFS transporter			CJU94_RS00335	1302	433	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	80568	81386	-							CJU94_RS00340	819		old_locus_tag=CJU94_00340
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	80568	81386	-	WP_095417065.1	WP_095417065.1		sulfite exporter TauE/SafE family protein			CJU94_RS00340	819	272	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	81449	81880	-							CJU94_RS00345	432		old_locus_tag=CJU94_00345
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	81449	81880	-	WP_095417066.1	WP_095417066.1		YeeE/YedE family protein			CJU94_RS00345	432	143	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	81882	82316	-							CJU94_RS00350	435		old_locus_tag=CJU94_00350
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	81882	82316	-	WP_095417067.1	WP_095417067.1		YeeE/YedE family protein			CJU94_RS00350	435	144	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	82332	82649	-							CJU94_RS00355	318		old_locus_tag=CJU94_00355
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	82332	82649	-	WP_095417068.1	WP_095417068.1		metalloregulator ArsR/SmtB family transcription factor			CJU94_RS00355	318	105	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	82736	83596	+							CJU94_RS00360	861		old_locus_tag=CJU94_00360
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	82736	83596	+	WP_095417069.1	WP_095417069.1		MBL fold metallo-hydrolase			CJU94_RS00360	861	286	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	84202	84723	-							CJU94_RS00365	522		old_locus_tag=CJU94_00365
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	84202	84723	-	WP_244220891.1	WP_244220891.1		hypothetical protein			CJU94_RS00365	522	173	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	85861	87198	-							CJU94_RS00370	1338		old_locus_tag=CJU94_00370
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	85861	87198	-	WP_095417070.1	WP_095417070.1		sigma-54 dependent transcriptional regulator			CJU94_RS00370	1338	445	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	87213	88670	-							CJU94_RS00375	1458		old_locus_tag=CJU94_00375
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	87213	88670	-	WP_095417071.1	WP_095417071.1		HAMP domain-containing histidine kinase			CJU94_RS00375	1458	485	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	88681	89559	-							CJU94_RS00380	879		old_locus_tag=CJU94_00380
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	88681	89559	-	WP_095417072.1	WP_095417072.1		PhnD/SsuA/transferrin family substrate-binding protein			CJU94_RS00380	879	292	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	89736	90260	+							CJU94_RS00385	525		old_locus_tag=CJU94_00385
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	89736	90260	+	WP_095417073.1	WP_095417073.1		arsenate reductase (azurin) small subunit			CJU94_RS00385	525	174	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	90277	92754	+							CJU94_RS00390	2478		old_locus_tag=CJU94_00390
